,SIGNIFICANCE,RA,DEC,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,DELVE_FOOTPRINT,DECALS_FOOTPRINT,EBV_FLAG,PMRA,PMDEC,EDR3,RR_LYRAE,NSTARS,MAG_AVG,MAG_MAX
14,9.130625725,207.1251128,34.98851022,69.22824111,75.4938245,FALSE,TRUE,FALSE,TRUE,FALSE,-0.098076224,0.120960117,14.16765213,FALSE,12,19.7256,18.158419
15,9.0017519,181.7905894,41.78288967,151.8337218,72.76985832,FALSE,TRUE,FALSE,TRUE,FALSE,0.402177434,0.130455888,13.5352211,FALSE,9,19.48812711,17.933231
16,9.017151833,182.5832125,41.69781426,150.3277066,73.17303545,FALSE,TRUE,FALSE,TRUE,FALSE,-0.071043612,-0.234167572,13.5352211,FALSE,6,19.18897433,18.398132
17,9.102249146,205.5618639,37.88382663,81.32562331,74.84904009,FALSE,TRUE,FALSE,TRUE,FALSE,0.043032296,-0.336185169,13.47350407,FALSE,9,19.37369478,18.519238
18,10.63690186,83.88705584,-7.881415377,211.4149078,-20.43469316,FALSE,TRUE,FALSE,FALSE,TRUE,0.012464421,0.300954194,13.44918346,FALSE,233,19.04077343,14.42751
19,11.21182919,150.3822527,55.88946376,157.5653709,48.21430508,FALSE,TRUE,FALSE,TRUE,FALSE,0.096993497,-0.184956239,13.42389584,FALSE,8,18.77304575,16.8485
20,9.03213501,189.1500949,49.8410208,129.0895893,67.10945937,FALSE,TRUE,FALSE,TRUE,FALSE,0.009937765,0.029362574,13.38385391,FALSE,6,19.2662105,17.441006
21,10.20068836,83.43920198,-6.381470926,209.7714257,-20.16741778,FALSE,TRUE,FALSE,FALSE,TRUE,0.145646324,0.601436576,13.12031174,FALSE,23,18.70110674,15.592073
22,10.03368187,160.48386,37.95713512,182.9313494,60.82241551,FALSE,TRUE,FALSE,TRUE,FALSE,-0.466914402,-3.653121463,13.1125679,FALSE,7,18.99715543,17.898691
23,9.067560196,160.6462502,36.98394226,184.8457176,61.14089122,FALSE,TRUE,FALSE,TRUE,FALSE,-0.123671056,0.091282564,13.1125679,FALSE,6,18.86992417,17.391863
24,11.96920395,209.0465217,45.54181257,92.20863174,67.53155586,FALSE,TRUE,FALSE,TRUE,FALSE,0.118156954,-0.051315839,13.07319736,FALSE,7,19.69872186,18.630781
25,9.707544327,202.7617678,31.29487771,61.03163166,80.41077872,FALSE,TRUE,FALSE,TRUE,FALSE,-0.060382728,0.170953949,13.06698036,FALSE,7,19.22764643,17.193125
26,10.20951939,202.8627185,30.6276683,57.07707296,80.57234019,FALSE,TRUE,FALSE,TRUE,FALSE,-0.16180298,0.110666831,13.06698036,FALSE,9,19.55520933,17.26896
27,11.18354797,202.9098943,30.6459458,57.10041864,80.52798946,FALSE,TRUE,FALSE,TRUE,FALSE,-0.137636739,0.10449762,13.06698036,FALSE,5,19.61403,19.117111
28,10.35108471,164.8785532,43.60810281,169.4415484,62.07845689,FALSE,TRUE,FALSE,TRUE,FALSE,-2.111513386,-3.108047761,13.05346107,FALSE,6,18.99365583,17.000778
29,9.135699272,165.4947455,43.44981114,169.3053741,62.54818291,FALSE,TRUE,FALSE,TRUE,FALSE,0.055345341,-1.269986222,13.05346107,FALSE,6,18.89708567,16.9841
30,10.03798103,201.8566627,35.86169022,83.90920828,78.38736376,FALSE,TRUE,FALSE,TRUE,FALSE,-0.084685374,-0.396546236,12.9900713,FALSE,11,19.70768573,18.424904
31,12.98680305,179.115343,-29.52767367,288.8484319,31.83614765,FALSE,FALSE,FALSE,FALSE,FALSE,-0.520403165,0.420400131,12.88937569,FALSE,31,18.65056777,13.244656
32,9.836492538,193.5273704,50.59642263,121.8675291,66.52630813,FALSE,TRUE,FALSE,TRUE,FALSE,0.625153112,-0.134662361,12.83557606,FALSE,5,20.06343,19.279205
33,9.540737152,160.9468364,33.73398308,191.5243231,61.82304308,FALSE,TRUE,FALSE,TRUE,FALSE,-1.927186821,-3.096307469,12.80772495,FALSE,5,19.1267266,17.905529
34,9.037816048,152.0906762,-2.949086955,243.8559243,40.51753657,FALSE,TRUE,TRUE,TRUE,FALSE,-3.266243093,-3.945845114,12.72923565,FALSE,5,18.924245,18.107742
35,9.349036217,179.0419412,18.27969093,244.8567671,74.50266632,FALSE,TRUE,FALSE,TRUE,FALSE,0.030907299,-0.007161872,12.6885519,FALSE,6,19.40639217,17.875443
36,12.25465012,153.967532,40.64401805,179.8447561,55.34727367,FALSE,TRUE,FALSE,TRUE,FALSE,-0.042130688,-0.242552879,12.63200092,FALSE,6,19.1141035,16.842949
